Tweet,Emotion
lefluerr lol yeah read that but stayed up and didn nap tilli collect people who think they ve got me,sadness
adenkyirah happy birthday hope you have wonderful day filled with lot of joy and laughter lt despite tumblr being jerk once again,joy
ahs every minute ve been saying nope nope d be gone by now move or gtfo so thank you for the,fear
need good vibe for my doctor appointment tomorrow,fear
jv girl earn the v stonington today goal by waite and winakor deluciaalexis assist mhseccathletics,anger
deadlyjokester she let out playful gasp and slowly wrapped her arm around his neck kissing him back,joy
an adviser to the european union top court said hamas and the tamil tiger should be taken off the eu terror list lka,fear
i swear if devincameron block me m going to hit her back revenge,anger
smb_ryan kamper couldn care le about gotham haven watched it since the mid point of season horrible,fear
proud of you for overcoming your fear of deep water shawnmendes,fear
i might have hysteria don kno if it just anxiety or both need diagnosis cuz somethin is messed up need ert bu nvr come out,fear
had great time at skywalkers open gym tonight come our every wednesday from in hillsboro and train with u opengym tumbling,joy
clvlndk it so sad there always such optimism with new year this is not good buckshotbandit dapostrophearcy,joy
buzzfeed so this house will get into my instestines and scare my poop and ll shit my pant,fear
make someone happy _,joy
debscov local solution fine but not provider negotiating with la ijb scare resource,fear
therachelfisher ve seen bunch of that on another twitter feed and remember you had an opinion on it shocking,fear
komal_sidhnani true nthey burning with other pleasure nppl in true love happiness everywhere _,anger
the day they disclosed they caught her googling cholroform we were fucking aghast,fear
i deleting all these social medium apps off my phone might keep snap chat and insta but ll never be on it,anger
bbcpolitics bbcnews d rather leave my child with borisjohnson shudder,fear
did laugh today laugh hard hope so we need laughter now love,joy
lil reminder that my private account is delight of shittalking and occasionally nsfw stuff angryarchosaur,joy
thatbritishdude no okay you don not need to be going out of your way to make sure you are pleasing everyone do what make you happy,joy
candice on great british bake off with that pout doe my head in,anger
the chiropractor make me so happy,joy
manutd you have had from me over the year is irrelevant it an absolute joke manutd ticketing noloyalty joke notimpressed,anger
it not that the man did not know how to juggle he just didn have the ball to do it funny pun punny lol hilarious,joy
knowing have my hair to wash and dry is like knowing you had that english close reading in your school bag to do dread,fear
me ve actually been doing pretty well m learning to manage my depression and nlife yeah that over that cancelled,sadness
tierney reach deep cross to the back post and play it back across but the alloa defence clear celtic relentless here,anger
dream dashed and divided like million star in the night sky,sadness
should of stayed in dubai,sadness
bridget_delia originalaubs omg that terrible,fear
kole_holland don fret there another game on at staytuned,sadness
nhlexpertpicks usahockey usa wa embarrassing to watch when wa the last time you guy won game horrible joke,fear
it easy to fall asleep in class but hard to in bed true whileyouweresleeping insomnia teamfollowback rocktheretweet,sadness
trying to book holiday flight on britishairways website is becoming nightmare,fear
priiiincessse thanks for distracting me from my paper to watch this hilarious video,joy
i had really strange and awful dream last night d didn even eat cheese before bed lovemysleep,fear
my teen son just left in the car to get haircut m praying up storm that they make it home safely sad terencecrutcher,sadness
british_airways just came of ba at ortambo_int at least passenger with broken bag this wa new suitcase unhappy customer,sadness
pain is an aspect of human evolution the evolution of consciousness attachment desire apathy sentimentality tear fury anger o,anger
god just replaced my sadness with laughter can go the whole day sad,sadness
hate overthinking v r t i g like jus wanna be happy pls,joy
the moment of the day when you have to start to plaster smile in your face depression,sadness
sorry im so bitter just either want pure ur or literally any card from the set like but every time draw for the set like gt,anger
tomstarling he didn have many chance to show what he can do but looked lively and had good shot tipped over the bar before the end,joy
hythehighborne sylvia wa elated to receive kiss from the little prince her bright smile clear a she glanced to garrett and elyse,joy
